4693513661262,19:48:45,19:56:45,35-X,1,289341,1078,205173,1000001
5184057713467,02:30:16,02:59:16,29-Z,1,201687,1144,200712,1000002
9157972631921,15:08:16,15:47:16,49-R,1,230360,2904,208834,1000003
7962574746032,17:53:20,18:26:20,97-N,0,307879,1506,201100,1000004
8199644142909,07:55:52,08:01:52,89-V,1,201689,1865,204243,1000005
1010770045063,01:18:50,01:19:50,00-S,1,397823,1209,201156,1000006
335955687502,05:55:25,06:18:25,46-W,1,294072,2280,205871,1000007
3713525378208,14:21:38,15:05:38,74-F,1,222550,2485,201156,1000008
8557782896533,13:52:06,14:31:06,81-F,1,263470,1598,208667,1000009
3391376436843,08:10:54,08:56:54,65-H,0,219145,2515,200273,1000010
8171826056495,13:45:43,14:16:43,09-P,1,383204,2928,200558,1000011
8268418613256,08:03:47,08:28:47,49-K,1,263351,2941,207797,1000012
3343832006787,15:24:13,15:33:13,49-O,1,257634,1381,205223,1000013
3318895548345,04:45:53,05:44:53,63-L,1,241926,31,206335,1000014
2099912963099,23:50:53,00:49:53,14-X,1,350545,1385,207956,1000015
9407133075942,23:04:31,23:33:31,13-Y,1,215840,319,203557,1000016
1030751615580,12:17:10,13:08:10,36-J,1,269876,2991,203368,1000017
4631949870988,19:58:56,20:39:56,79-Y,1,220367,802,201081,1000018
8382331715153,16:51:23,16:55:23,24-V,1,397362,521,206514,1000019
3093866709351,21:15:05,21:36:05,65-S,1,370110,1515,203348,1000020
475884582698,19:52:53,20:28:53,09-O,1,273546,176,206149,1000021
4299863728770,13:44:39,13:48:39,83-Y,0,345188,632,202272,1000022
27354240753,00:07:40,00:58:40,39-S,1,363042,2322,204532,1000023
7883591215960,23:49:12,00:46:12,54-S,1,393123,395,200398,1000024
2592882753085,18:26:35,18:37:35,52-M,1,380846,159,203307,1000025
2725104522415,12:41:06,13:19:06,59-K,0,285038,590,202946,1000026
538185760896,08:14:51,08:58:51,74-H,0,301035,1996,200843,1000027
5950887789633,05:06:51,05:39:51,23-D,1,348140,2305,207899,1000028
934684630324,05:28:43,05:43:43,63-S,0,253403,1980,200026,1000029
2177730641259,09:56:46,10:35:46,42-L,0,229542,2499,205278,1000030
8886034571202,03:42:59,04:37:59,31-S,0,333987,882,207584,1000031
7465993580008,17:39:44,18:30:44,69-S,0,366224,2314,202282,1000032
4052199168180,20:19:17,21:04:17,49-L,1,222975,1953,203792,1000033
8579730451243,15:51:58,16:16:58,35-S,1,314125,2032,206173,1000034
3883737485701,11:20:36,11:26:36,50-Z,1,379463,824,204436,1000035
7574059426676,14:56:04,15:52:04,04-C,1,263942,2496,206157,1000036
5867665413737,16:05:42,16:32:42,10-F,1,328481,610,204852,1000037
64638872989,01:40:05,02:11:05,98-F,1,366936,1886,208508,1000038
5802685693394,18:18:20,18:39:20,44-O,0,253065,1860,203706,1000039
9531851195252,15:50:53,16:17:53,75-Q,1,357835,2818,208466,1000040
3861252700691,05:57:44,06:00:44,44-X,1,302054,2194,208819,1000041
5597235498245,09:43:14,10:17:14,25-J,1,380426,989,209077,1000042
7092136291561,07:55:19,08:48:19,01-S,0,253703,1730,203866,1000043
8482356694874,19:49:25,20:01:25,09-R,1,289678,1949,205117,1000044
7532707685875,21:49:37,22:42:37,09-S,1,383961,677,209866,1000045
7669386155907,09:58:23,10:40:23,55-S,0,378561,613,204324,1000046
8602247590799,19:25:36,19:40:36,76-A,1,212668,2683,204946,1000047
5939443707090,07:40:10,08:39:10,33-O,1,238516,1482,201672,1000048
8244305255976,19:59:50,20:56:50,50-V,1,346811,1736,204410,1000049
8636710062681,20:30:30,20:54:30,33-A,1,221102,183,204825,1000050
6285791879286,04:24:23,05:04:23,85-X,1,319601,1696,203008,1000051
6311851444054,17:55:13,18:14:13,65-Q,1,245005,1529,202313,1000052
2204085008922,16:08:44,16:54:44,98-Z,1,348096,1674,202230,1000053
2081434147330,07:15:02,07:40:02,90-E,1,273967,503,207148,1000054
9043219854805,04:50:53,05:09:53,54-N,1,274050,267,204546,1000055
2096993707635,11:45:21,12:06:21,60-W,1,303612,2793,203058,1000056
698332043569,21:15:55,21:41:55,19-I,1,282058,2349,208885,1000057
8972881239942,18:09:10,19:01:10,30-E,0,387604,1446,204982,1000058
1036651811169,14:22:09,14:41:09,52-U,1,237392,2121,203775,1000059
7816717255540,16:55:47,16:56:47,44-U,1,202307,1966,202259,1000060
4523811766775,05:36:14,06:21:14,09-O,1,319059,634,206425,1000061
2850739697396,21:41:09,22:33:09,29-K,1,359835,1463,201741,1000062
1754844752289,21:49:19,22:41:19,28-Z,0,253968,539,209077,1000063
2034831613496,04:03:53,04:47:53,53-L,1,219260,2939,200507,1000064
5821795463796,17:27:03,17:27:03,71-W,1,224986,1988,205852,1000065
7660339338958,00:31:14,01:15:14,17-K,1,242753,1595,202241,1000066
6410877927739,10:53:22,11:36:22,07-R,1,303981,1602,208663,1000067
6346144594994,22:10:30,22:30:30,41-T,0,264952,1268,204158,1000068
976541584067,07:25:12,07:27:12,48-F,1,210974,577,200778,1000069
7021212107984,15:50:44,16:16:44,83-O,0,309408,768,202386,1000070
8242040412418,00:09:20,01:08:20,74-P,1,390508,529,202968,1000071
4322534547964,14:03:53,14:57:53,14-T,0,323968,823,201183,1000072
63012835930,17:21:30,18:15:30,53-M,1,203586,1777,209545,1000073
7214200581020,09:37:21,10:09:21,01-I,1,397305,1500,205786,1000074
1967750748721,04:39:43,04:48:43,86-C,1,381567,2933,209197,1000075
7509219358269,18:02:21,18:30:21,53-K,1,255058,583,206512,1000076
6179918540978,16:52:44,16:56:44,09-Z,1,353102,1475,205735,1000077
3126179372384,07:05:02,07:17:02,92-B,0,339743,2496,207575,1000078
4033484890504,21:46:47,22:24:47,35-W,1,310668,1465,205121,1000079
1481006000635,00:36:41,00:36:41,27-D,1,229560,1547,206926,1000080
7075830303372,20:49:39,21:26:39,32-H,0,399955,952,204403,1000081
5147933206163,07:57:31,08:44:31,97-M,1,333865,1044,200746,1000082
5765561641356,18:37:36,19:14:36,25-G,1,201260,1037,209803,1000083
3796592420735,07:25:53,07:36:53,11-Y,0,366776,2404,208819,1000084
4545449997529,06:15:02,06:58:02,15-R,1,335140,916,206100,1000085
6906656121714,12:01:09,12:47:09,18-Y,0,284526,102,206624,1000086
6526391761831,18:13:47,19:10:47,74-P,1,377949,606,200336,1000087
463703568824,15:25:36,16:04:36,97-M,1,206242,1151,206427,1000088
9347796994337,01:28:45,02:16:45,11-I,0,247519,595,209972,1000089
4568848833489,21:19:59,21:49:59,25-Q,0,297721,923,205672,1000090
3583296046664,15:51:34,16:12:34,40-S,0,377710,2548,208401,1000091
378355658895,03:16:38,04:04:38,89-L,1,397492,1768,207382,1000092
6279144185308,09:00:19,09:27:19,95-W,1,217120,2230,206126,1000093
6877220081621,04:25:33,04:25:33,91-F,0,357625,832,209302,1000094
999585098802,09:09:11,09:35:11,00-B,1,206806,58,200948,1000095
4954598113078,16:42:26,17:40:26,36-Y,0,364750,1983,206756,1000096
6001816732530,19:49:48,20:20:48,61-L,1,380070,161,203301,1000097
5562070996850,11:46:24,12:43:24,66-K,1,228527,1604,206409,1000098
3163573681209,10:55:33,11:50:33,25-H,1,224202,2747,202596,1000099
2810144334545,06:58:12,07:39:12,97-E,1,288641,1646,200730,1000100
2906979273347,11:26:48,11:31:48,86-Y,1,301208,2465,209431,1000101
398142281303,03:32:43,03:59:43,10-S,1,307352,2770,209860,1000102
5342637251154,05:28:02,05:58:02,54-Z,1,385756,1150,205141,1000103
696477989087,23:31:17,00:09:17,80-W,1,264721,208,208350,1000104
348298747406,12:55:13,13:18:13,86-N,1,338079,691,207129,1000105
8382207246378,19:16:49,20:07:49,29-G,0,250595,1055,208704,1000106
3701302934440,08:00:59,08:37:59,80-R,1,252177,844,204052,1000107
6418062959114,08:38:50,08:56:50,98-I,0,358480,1272,209743,1000108
3421561736011,11:00:57,11:13:57,43-Z,1,297317,278,204228,1000109
2200797341982,12:16:12,12:20:12,04-Y,1,317429,1200,203473,1000110
5300767762872,07:20:14,07:57:14,75-I,1,330347,298,203294,1000111
334806229762,14:10:20,14:18:20,19-F,1,305475,1332,206233,1000112
9968603966141,16:43:52,17:38:52,02-D,0,229798,425,207897,1000113
546114477579,02:54:30,03:00:30,55-Z,1,212297,78,204500,1000114
9739353883800,11:16:39,12:12:39,52-M,0,262305,1341,202370,1000115
6823408947814,14:35:26,14:43:26,79-O,1,293509,42,209351,1000116
3215983658415,23:20:02,23:51:02,43-J,0,286939,2564,205224,1000117
2159530031058,06:44:34,07:43:34,31-S,1,221291,2848,208867,1000118
8367093447290,19:55:51,20:17:51,74-K,1,258580,2814,206465,1000119
1436276323403,23:30:55,23:39:55,95-Y,1,278844,1380,206040,1000120
3134174717888,09:00:46,09:16:46,24-A,0,251683,2154,206989,1000121
1873106841537,01:13:13,01:24:13,65-F,1,328590,27,200719,1000122
293686005500,04:31:53,05:04:53,21-S,0,367355,1012,203164,1000123
8686585585303,03:03:45,03:10:45,44-A,1,308979,2545,201015,1000124
5095383938175,11:55:57,12:41:57,59-M,0,257744,459,200107,1000125
6299671909192,23:51:29,00:29:29,51-D,1,310504,1082,208603,1000126
9313663341917,11:22:07,12:16:07,00-Q,1,223259,613,203858,1000127
1026032134512,09:57:48,10:34:48,81-I,1,208763,2910,200893,1000128
1901767760970,06:32:06,07:16:06,40-T,1,387720,2816,209979,1000129
5451507764707,03:37:54,04:01:54,70-S,1,243757,2025,207041,1000130
4526143045860,08:42:36,09:31:36,81-K,0,357548,1894,208401,1000131
7131257904643,09:22:39,09:46:39,40-Z,0,303925,2887,204728,1000132
5248222870086,01:54:59,01:56:59,75-J,1,301139,1618,204657,1000133
5565462127627,23:50:03,00:28:03,00-T,1,239604,2600,207805,1000134
3046366739120,02:48:42,03:34:42,03-G,1,249441,2137,207458,1000135
6977312276956,04:11:02,05:03:02,71-W,1,357801,427,206577,1000136
7535495571924,20:00:46,20:56:46,09-N,1,388303,2605,202539,1000137
1185150431283,05:46:09,06:28:09,06-S,1,241106,2185,206713,1000138
305106555547,15:40:56,16:26:56,79-H,1,337040,2276,205087,1000139
3120155614840,01:34:24,01:39:24,78-H,0,385200,71,204625,1000140
5819165717433,09:15:51,09:28:51,47-D,1,351105,2384,200327,1000141
1553663147012,18:28:03,18:42:03,04-G,0,341501,597,202193,1000142
3108617834128,05:30:01,06:20:01,21-W,1,206407,2308,209319,1000143
351195339292,00:41:35,00:48:35,77-Z,1,217286,1553,205270,1000144
8209433689239,07:10:40,08:06:40,25-H,1,251071,1219,200327,1000145
3639802992724,04:58:39,05:24:39,74-K,1,320673,183,208876,1000146
8448870358302,04:41:30,05:06:30,38-W,0,277005,2332,203906,1000147
8374242864228,07:26:27,07:35:27,78-H,1,325347,66,207044,1000148
2988744584995,04:42:43,05:41:43,34-T,0,258054,1905,202871,1000149
9917046622572,20:24:59,20:59:59,76-N,1,342838,1062,200908,1000150
3669355299964,09:37:49,10:00:49,73-M,1,361632,758,201425,1000151
7685801401725,17:00:22,17:45:22,66-B,1,385618,1869,209092,1000152
1187548317711,11:02:16,11:06:16,44-M,0,244777,2460,201119,1000153
4161048679118,19:55:26,20:33:26,96-F,1,270860,1306,206255,1000154
7389241895082,08:26:08,08:32:08,99-K,1,284346,714,205980,1000155
5801060578479,07:57:03,08:39:03,78-T,1,382956,33,201441,1000156
6516677609445,03:45:31,04:06:31,84-Q,0,304277,499,201383,1000157
4810915220075,06:25:12,07:02:12,73-B,1,237430,2338,203075,1000158
163711131002,01:30:51,02:17:51,32-R,1,285389,1540,205694,1000159
6540541051238,18:41:34,18:57:34,85-T,1,245840,1709,200737,1000160
6220505898955,16:41:51,17:15:51,71-I,1,303172,1441,205852,1000161
8875319526457,12:11:02,12:28:02,10-C,1,355452,1153,200499,1000162
3931528180950,20:28:35,21:20:35,83-E,1,331945,1607,202817,1000163
9445167007690,19:00:07,19:14:07,46-P,1,266737,2551,203640,1000164
5020207141202,19:51:27,20:40:27,35-C,0,232328,1766,205086,1000165
2215274328752,17:55:49,18:49:49,29-X,1,276065,2310,205493,1000166
7169266308992,02:18:42,02:26:42,11-Y,0,322195,185,209652,1000167
5520247567005,09:03:34,09:30:34,42-R,0,315655,639,200707,1000168
9680162008895,05:50:25,06:27:25,08-K,0,236467,759,201798,1000169
9193166655229,23:48:18,00:34:18,26-Y,0,258147,2625,203614,1000170
5567831868162,20:54:17,21:32:17,81-N,0,219090,1150,202244,1000171
6327560265910,15:49:05,15:57:05,54-L,1,310609,1058,204116,1000172
2557505591505,03:00:09,03:42:09,18-N,1,275169,2277,204231,1000173
8985658095849,19:33:43,20:30:43,10-I,1,219332,897,202160,1000174
1077376439610,20:19:32,20:19:32,51-D,1,259523,1314,209673,1000175
5922329988256,18:33:24,18:40:24,04-N,1,296857,2131,202871,1000176
4920216051480,20:27:55,21:17:55,21-Q,1,240566,2174,201752,1000177
1990636331038,14:05:45,14:18:45,16-I,1,302826,2040,206321,1000178
9552186876838,02:40:41,03:09:41,38-Z,1,343317,2041,200041,1000179
6926555603401,17:06:25,17:32:25,82-N,1,385984,2660,201770,1000180
1445401680540,02:06:34,02:16:34,07-B,1,272244,413,200093,1000181
5798123166370,21:54:08,22:37:08,55-T,1,291716,2241,205258,1000182
8037964808900,18:55:16,19:37:16,30-T,1,288930,35,204444,1000183
3921983001068,12:59:05,13:09:05,28-J,0,349195,2892,205509,1000184
5453409320913,16:32:26,17:14:26,77-U,1,301282,647,203688,1000185
998940718829,12:24:27,13:18:27,52-K,1,339043,610,204833,1000186
2316763596970,12:35:17,13:28:17,96-W,1,380653,926,200953,1000187
5634377591950,22:44:15,23:05:15,39-B,1,358834,2726,200302,1000188
6522175397678,12:44:48,13:08:48,09-V,0,231387,2253,201825,1000189
8697563145402,16:37:11,16:47:11,46-W,1,267836,260,208047,1000190
3988561730567,17:35:18,18:22:18,06-M,0,338959,2706,209733,1000191
2610188307617,10:35:08,11:19:08,72-N,1,326458,1560,202205,1000192
3962687416611,09:07:21,10:03:21,16-M,1,271487,2595,206553,1000193
269327512591,02:46:08,03:13:08,33-R,1,307582,2983,201291,1000194
3017193165185,09:44:50,10:30:50,19-S,1,292335,931,200554,1000195
518367160935,15:28:30,15:32:30,11-T,1,366816,2555,207735,1000196
1848844687877,11:28:30,11:48:30,84-R,1,252947,2455,204694,1000197
1780948424968,13:31:13,13:35:13,66-K,0,283687,1179,204422,1000198
5292919194887,11:33:25,12:04:25,27-R,1,226783,1232,202433,1000199
6958435263511,02:15:11,02:20:11,30-G,0,299140,2987,201091,1000200
7990250643023,05:59:47,06:52:47,72-J,0,231579,2460,200225,1000201
8255558352091,01:36:53,01:57:53,90-Z,0,225585,1342,201515,1000202
7770249260598,17:17:25,18:03:25,54-C,0,239747,997,204531,1000203
753401067843,03:49:49,04:06:49,52-G,1,204090,1457,205471,1000204
6372405509704,20:21:13,20:35:13,66-G,1,347448,1293,203224,1000205
9049822070359,12:24:55,12:54:55,66-E,1,217612,1670,200808,1000206
9911997211151,06:18:08,06:52:08,06-E,0,368885,606,207312,1000207
2685379947798,19:32:08,19:52:08,46-U,1,368562,2015,208518,1000208
2926852991045,06:17:17,06:48:17,77-Y,1,395011,325,204602,1000209
995796717600,11:15:58,12:01:58,06-Q,1,321151,2189,208974,1000210
6744863331225,08:33:25,08:46:25,46-G,0,241582,1637,206648,1000211
6880497621551,23:57:48,00:06:48,90-V,1,260546,2819,201381,1000212
6113989108972,13:36:35,14:17:35,39-Y,1,310323,1274,206124,1000213
5885960251199,15:50:53,16:11:53,05-A,0,359885,29,203312,1000214
3529665934514,02:31:23,02:58:23,11-C,1,219570,2104,206749,1000215
3028892095130,05:14:17,05:35:17,98-E,1,344052,1594,207332,1000216
32772405462,06:15:34,06:19:34,48-A,1,263896,1564,201360,1000217
1505662429682,10:30:47,10:31:47,08-B,0,353576,250,202680,1000218
5880051787748,13:37:21,14:02:21,09-D,0,223813,60,209878,1000219
864909073264,23:39:30,00:00:30,46-O,1,216328,626,208152,1000220
1015460543836,16:29:40,16:54:40,69-G,1,279473,2227,204318,1000221
3378588405072,01:15:13,02:05:13,58-H,1,318466,1516,209816,1000222
8725778636412,18:47:08,19:42:08,76-X,0,208701,2001,201181,1000223
610358144907,14:31:41,15:23:41,87-A,1,338226,2571,207596,1000224
4421072516507,17:01:19,17:37:19,45-Z,1,210806,979,207741,1000225
6682762213061,19:40:24,20:08:24,78-C,1,334565,1468,200087,1000226
142902122524,19:27:50,20:09:50,88-V,0,250171,45,208716,1000227
9157457544722,22:52:53,23:21:53,40-P,1,212228,2231,200077,1000228
5456118147208,06:39:29,07:08:29,05-H,1,228622,1827,201264,1000229
8211762672257,17:33:03,18:14:03,47-G,0,229615,1324,204138,1000230
888765291549,09:51:50,10:40:50,99-Q,1,318515,2583,200758,1000231
633745007821,01:17:43,01:48:43,14-O,1,307302,34,206132,1000232
5123858166690,23:08:37,23:51:37,05-L,1,290007,359,206843,1000233
6827543928301,13:45:31,14:07:31,93-U,1,359621,2205,206563,1000234
1483083610561,02:08:37,02:36:37,59-H,0,368715,1124,206370,1000235
6966872526212,04:56:33,05:18:33,57-W,1,357317,2321,205835,1000236
1176672488749,22:37:53,23:20:53,34-Y,1,250854,2714,209318,1000237
3302730644132,00:36:06,01:28:06,89-V,1,328650,1168,208518,1000238
4931767485365,01:21:07,01:26:07,89-B,1,285938,917,203975,1000239
8520077352120,21:27:27,22:26:27,90-E,1,382140,1425,204539,1000240
4236755142757,02:18:56,02:27:56,18-D,0,294049,757,202250,1000241
3456228745167,00:45:02,01:39:02,70-X,1,325976,1273,200085,1000242
6026677122436,08:29:42,08:35:42,06-A,0,378857,2334,203559,1000243
2652655306808,17:47:46,18:28:46,29-M,0,302509,2810,202010,1000244
7557000057204,14:37:05,15:26:05,53-P,1,230193,877,206662,1000245
7468355670188,03:16:39,03:47:39,64-J,1,270955,1703,203082,1000246
7301571915292,09:08:30,09:27:30,75-T,1,342288,254,204701,1000247
6658215117064,13:07:51,13:51:51,64-L,0,225025,1567,209979,1000248
8581169500911,16:45:39,17:27:39,32-P,1,220484,2098,205113,1000249
1023558950695,21:04:17,21:33:17,12-L,1,208880,2321,202287,1000250
287262663901,21:53:01,22:16:01,94-A,0,351259,809,204336,1000251
8548504141390,19:50:01,19:54:01,38-M,0,393847,423,205056,1000252
9654189120175,03:43:42,03:49:42,46-H,1,258787,1484,209785,1000253
5178796751385,14:44:47,14:57:47,82-E,1,387643,953,205248,1000254
1126956868972,04:13:46,04:45:46,69-C,0,248012,958,203580,1000255
2356117996902,15:21:46,15:31:46,68-A,1,393758,859,205623,1000256
7967381171879,01:40:35,02:04:35,83-R,0,209416,1312,201517,1000257
3896222740629,02:05:39,02:09:39,76-M,1,229887,2025,202990,1000258
9696610326695,03:01:41,03:28:41,52-R,0,372929,1101,204068,1000259
4092769211809,05:35:16,05:58:16,74-T,0,359587,1530,205801,1000260
524524517276,16:10:07,16:50:07,47-P,1,318428,1381,206374,1000261
5596488635674,00:08:27,00:13:27,04-K,0,372242,2311,200577,1000262
5760610224382,11:20:55,11:44:55,71-B,1,248516,1578,200058,1000263
3770978262010,02:19:10,02:38:10,06-E,0,375412,105,204219,1000264
3405962799936,11:02:46,11:51:46,23-H,1,333388,122,201227,1000265
1774585293339,23:07:05,23:45:05,22-R,0,259825,2014,200575,1000266
1947048533680,11:05:54,11:38:54,29-G,0,346860,350,208171,1000267
9977591035784,19:40:38,19:47:38,63-V,1,397653,1658,207067,1000268
1469495215938,20:04:08,20:35:08,68-S,0,268381,142,205141,1000269
323134669753,17:42:12,18:15:12,72-G,0,293465,219,201648,1000270
9039962781789,08:50:08,09:33:08,14-K,1,327870,1870,203270,1000271
7481123000673,15:23:37,16:07:37,72-S,0,356227,44,206250,1000272
558871550990,07:04:09,07:35:09,52-M,1,260836,1466,207739,1000273
1825462231279,21:33:44,21:37:44,43-V,0,335000,1194,208882,1000274
8766320240558,16:14:01,16:19:01,53-H,1,234342,1024,201265,1000275
8390523444880,08:56:42,09:46:42,70-Q,1,271824,1034,205513,1000276
9658237497431,04:47:44,04:53:44,26-S,0,264917,696,205756,1000277
2794990635745,10:24:26,10:51:26,60-B,1,235804,1432,203910,1000278
8429819603707,12:22:28,12:45:28,20-V,0,212519,2006,203775,1000279
9423961950343,12:32:35,13:16:35,26-H,1,383466,1318,204276,1000280
7215225163314,15:06:01,15:26:01,79-X,1,308811,1817,204515,1000281
4286313945269,21:19:54,22:03:54,20-X,1,244465,2948,208421,1000282
7854018480513,12:16:12,12:43:12,12-U,1,254592,435,203741,1000283
9660913873835,19:32:52,19:35:52,54-H,1,292072,1601,200036,1000284
3022943958733,15:08:49,15:17:49,27-G,0,247622,2575,201142,1000285
729591848104,12:03:26,12:53:26,56-I,1,304328,592,202756,1000286
2234041039288,23:45:37,00:06:37,63-F,0,334486,1673,202441,1000287
183707332213,16:22:15,16:27:15,24-C,1,354503,259,209845,1000288
3606883738206,03:15:59,03:36:59,45-J,1,396983,963,200851,1000289
9476356050357,14:39:35,14:55:35,30-Q,1,348603,94,206563,1000290
1458075470423,16:59:48,17:26:48,82-X,1,236159,2226,203163,1000291
2824078033412,10:37:35,10:58:35,23-C,1,269558,911,208637,1000292
2369770784748,18:35:17,18:43:17,92-M,0,316136,195,204323,1000293
6812121177615,04:52:23,05:35:23,64-T,1,268607,870,208624,1000294
6286650431447,18:22:04,18:47:04,56-J,1,328160,471,203243,1000295
9122507930633,22:56:16,23:12:16,12-E,0,246422,1173,203270,1000296
9445333548255,23:24:47,00:03:47,54-X,0,280858,2407,208384,1000297
2943593263194,04:46:52,05:35:52,68-B,0,342738,1881,200760,1000298
5570123225536,11:45:34,12:43:34,95-X,1,274791,2118,200599,1000299
3875157959009,04:10:09,04:11:09,99-R,0,213784,644,207156,1000300
9828150527465,08:23:17,08:51:17,24-V,1,332799,666,203140,1000301
2118891617561,15:48:12,16:35:12,58-R,1,209070,984,207480,1000302
8292508877457,12:47:09,13:35:09,79-K,1,297721,1820,201422,1000303
198072109841,03:28:53,03:31:53,07-W,1,335182,201,209563,1000304
5634726304255,20:39:34,21:29:34,48-R,1,228048,1730,203486,1000305
8529772761466,05:00:00,05:35:00,84-R,1,201682,1779,204239,1000306
1498253412319,10:51:33,11:42:33,47-H,1,348438,389,200970,1000307
6753999590598,07:13:23,07:45:23,13-V,1,243625,1785,204155,1000308
1601512577289,22:30:26,22:53:26,32-O,1,352335,1508,205282,1000309
1285243139956,13:46:11,14:11:11,30-Y,1,387650,814,206169,1000310
2102864758603,16:09:25,16:32:25,12-X,1,315810,2312,208976,1000311
4726523489950,11:50:47,12:24:47,27-S,1,285913,1924,202900,1000312
4927551302277,04:37:17,05:23:17,71-C,1,339284,439,207342,1000313
3383535990280,23:16:18,23:40:18,10-F,1,300601,567,202215,1000314
5585199529945,11:18:13,11:44:13,97-C,1,359981,169,205550,1000315
6341482367835,07:43:20,07:44:20,36-Q,1,386581,1295,200184,1000316
3037929131109,19:35:16,19:40:16,49-Q,0,268255,225,206343,1000317
3589917879178,21:19:14,21:48:14,00-Q,1,396209,1285,203007,1000318
4782189763544,21:19:12,21:31:12,62-R,1,226474,1382,209722,1000319
